,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,NAME_M,AF49M001
3688,G0600010422300,2012-2016,,,California,6,Alameda County,1,,,422300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4223, Alameda County, California",58606.0,"Census Tract 4223, Alameda County, California",9451.0
3689,G0600010422400,2012-2016,,,California,6,Alameda County,1,,,422400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4224, Alameda County, California",57083.0,"Census Tract 4224, Alameda County, California",7275.0
3690,G0600010422500,2012-2016,,,California,6,Alameda County,1,,,422500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4225, Alameda County, California",54375.0,"Census Tract 4225, Alameda County, California",11399.0
3691,G0600010422600,2012-2016,,,California,6,Alameda County,1,,,422600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4226, Alameda County, California",250001.0,"Census Tract 4226, Alameda County, California",
3692,G0600010422700,2012-2016,,,California,6,Alameda County,1,,,422700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4227, Alameda County, California",31050.0,"Census Tract 4227, Alameda County, California",13101.0
3693,G0600010422800,2012-2016,,,California,6,Alameda County,1,,,422800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4228, Alameda County, California",13188.0,"Census Tract 4228, Alameda County, California",3762.0
3694,G0600010422900,2012-2016,,,California,6,Alameda County,1,,,422900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4229, Alameda County, California",24056.0,"Census Tract 4229, Alameda County, California",5697.0
3695,G0600010423000,2012-2016,,,California,6,Alameda County,1,,,423000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4230, Alameda County, California",67304.0,"Census Tract 4230, Alameda County, California",13114.0
3696,G0600010423100,2012-2016,,,California,6,Alameda County,1,,,423100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4231, Alameda County, California",60037.0,"Census Tract 4231, Alameda County, California",9063.0
3697,G0600010423200,2012-2016,,,California,6,Alameda County,1,,,423200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4232, Alameda County, California",49375.0,"Census Tract 4232, Alameda County, California",15786.0
3698,G0600010423300,2012-2016,,,California,6,Alameda County,1,,,423300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4233, Alameda County, California",77039.0,"Census Tract 4233, Alameda County, California",10740.0
3699,G0600010423400,2012-2016,,,California,6,Alameda County,1,,,423400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4234, Alameda County, California",76458.0,"Census Tract 4234, Alameda County, California",15669.0
3700,G0600010423500,2012-2016,,,California,6,Alameda County,1,,,423500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4235, Alameda County, California",39780.0,"Census Tract 4235, Alameda County, California",7858.0
3701,G0600010423601,2012-2016,,,California,6,Alameda County,1,,,423601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4236.01, Alameda County, California",83824.0,"Census Tract 4236.01, Alameda County, California",14234.0
3702,G0600010423602,2012-2016,,,California,6,Alameda County,1,,,423602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4236.02, Alameda County, California",27890.0,"Census Tract 4236.02, Alameda County, California",8205.0
3703,G0600010423700,2012-2016,,,California,6,Alameda County,1,,,423700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4237, Alameda County, California",83347.0,"Census Tract 4237, Alameda County, California",19165.0
3704,G0600010423800,2012-2016,,,California,6,Alameda County,1,,,423800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4238, Alameda County, California",137171.0,"Census Tract 4238, Alameda County, California",32722.0
3705,G0600010423901,2012-2016,,,California,6,Alameda County,1,,,423901,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4239.01, Alameda County, California",70417.0,"Census Tract 4239.01, Alameda County, California",12710.0
3706,G0600010423902,2012-2016,,,California,6,Alameda County,1,,,423902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4239.02, Alameda County, California",82000.0,"Census Tract 4239.02, Alameda County, California",24052.0
3707,G0600010424001,2012-2016,,,California,6,Alameda County,1,,,424001,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4240.01, Alameda County, California",58411.0,"Census Tract 4240.01, Alameda County, California",14139.0
3708,G0600010424002,2012-2016,,,California,6,Alameda County,1,,,424002,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4240.02, Alameda County, California",58643.0,"Census Tract 4240.02, Alameda County, California",6468.0
3709,G0600010425101,2012-2016,,,California,6,Alameda County,1,,,425101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4251.01, Alameda County, California",64019.0,"Census Tract 4251.01, Alameda County, California",8284.0
3710,G0600010425102,2012-2016,,,California,6,Alameda County,1,,,425102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4251.02, Alameda County, California",92296.0,"Census Tract 4251.02, Alameda County, California",15661.0
3711,G0600010425103,2012-2016,,,California,6,Alameda County,1,,,425103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4251.03, Alameda County, California",90556.0,"Census Tract 4251.03, Alameda County, California",16695.0
3712,G0600010425104,2012-2016,,,California,6,Alameda County,1,,,425104,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4251.04, Alameda County, California",56750.0,"Census Tract 4251.04, Alameda County, California",11419.0
3713,G0600010426100,2012-2016,,,California,6,Alameda County,1,,,426100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4261, Alameda County, California",212386.0,"Census Tract 4261, Alameda County, California",57021.0
3714,G0600010426200,2012-2016,,,California,6,Alameda County,1,,,426200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4262, Alameda County, California",168713.0,"Census Tract 4262, Alameda County, California",10119.0
3715,G0600010427100,2012-2016,,,California,6,Alameda County,1,,,427100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4271, Alameda County, California",116581.0,"Census Tract 4271, Alameda County, California",12723.0
3716,G0600010427200,2012-2016,,,California,6,Alameda County,1,,,427200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4272, Alameda County, California",67404.0,"Census Tract 4272, Alameda County, California",15019.0
3717,G0600010427300,2012-2016,,,California,6,Alameda County,1,,,427300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4273, Alameda County, California",78654.0,"Census Tract 4273, Alameda County, California",9485.0
3718,G0600010427600,2012-2016,,,California,6,Alameda County,1,,,427600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4276, Alameda County, California",50099.0,"Census Tract 4276, Alameda County, California",5905.0
3719,G0600010427700,2012-2016,,,California,6,Alameda County,1,,,427700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4277, Alameda County, California",80000.0,"Census Tract 4277, Alameda County, California",7399.0
3720,G0600010427800,2012-2016,,,California,6,Alameda County,1,,,427800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4278, Alameda County, California",98348.0,"Census Tract 4278, Alameda County, California",13618.0
3721,G0600010427900,2012-2016,,,California,6,Alameda County,1,,,427900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4279, Alameda County, California",81117.0,"Census Tract 4279, Alameda County, California",7243.0
3722,G0600010428000,2012-2016,,,California,6,Alameda County,1,,,428000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4280, Alameda County, California",68356.0,"Census Tract 4280, Alameda County, California",5133.0
3723,G0600010428100,2012-2016,,,California,6,Alameda County,1,,,428100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4281, Alameda County, California",84725.0,"Census Tract 4281, Alameda County, California",20310.0
3724,G0600010428200,2012-2016,,,California,6,Alameda County,1,,,428200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4282, Alameda County, California",84205.0,"Census Tract 4282, Alameda County, California",27367.0
3725,G0600010428301,2012-2016,,,California,6,Alameda County,1,,,428301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4283.01, Alameda County, California",111205.0,"Census Tract 4283.01, Alameda County, California",14182.0
3726,G0600010428302,2012-2016,,,California,6,Alameda County,1,,,428302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4283.02, Alameda County, California",130059.0,"Census Tract 4283.02, Alameda County, California",30110.0
3727,G0600010428400,2012-2016,,,California,6,Alameda County,1,,,428400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4284, Alameda County, California",73125.0,"Census Tract 4284, Alameda County, California",5301.0
3728,G0600010428500,2012-2016,,,California,6,Alameda County,1,,,428500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4285, Alameda County, California",67045.0,"Census Tract 4285, Alameda County, California",13057.0
3729,G0600010428600,2012-2016,,,California,6,Alameda County,1,,,428600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4286, Alameda County, California",79892.0,"Census Tract 4286, Alameda County, California",9658.0
3730,G0600010428700,2012-2016,,,California,6,Alameda County,1,,,428700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4287, Alameda County, California",52688.0,"Census Tract 4287, Alameda County, California",18387.0
3731,G0600010430101,2012-2016,,,California,6,Alameda County,1,,,430101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.01, Alameda County, California",124014.0,"Census Tract 4301.01, Alameda County, California",13615.0
3732,G0600010430102,2012-2016,,,California,6,Alameda County,1,,,430102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.02, Alameda County, California",117583.0,"Census Tract 4301.02, Alameda County, California",23487.0
3733,G0600010430200,2012-2016,,,California,6,Alameda County,1,,,430200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4302, Alameda County, California",114737.0,"Census Tract 4302, Alameda County, California",12423.0
3734,G0600010430300,2012-2016,,,California,6,Alameda County,1,,,430300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4303, Alameda County, California",110465.0,"Census Tract 4303, Alameda County, California",16362.0
3735,G0600010430400,2012-2016,,,California,6,Alameda County,1,,,430400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4304, Alameda County, California",118250.0,"Census Tract 4304, Alameda County, California",20915.0
3736,G0600010430500,2012-2016,,,California,6,Alameda County,1,,,430500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4305, Alameda County, California",58618.0,"Census Tract 4305, Alameda County, California",16323.0
3737,G0600010430600,2012-2016,,,California,6,Alameda County,1,,,430600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4306, Alameda County, California",95976.0,"Census Tract 4306, Alameda County, California",17935.0
3738,G0600010430700,2012-2016,,,California,6,Alameda County,1,,,430700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307, Alameda County, California",98373.0,"Census Tract 4307, Alameda County, California",10736.0
3739,G0600010430800,2012-2016,,,California,6,Alameda County,1,,,430800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4308, Alameda County, California",68190.0,"Census Tract 4308, Alameda County, California",18805.0
3740,G0600010430900,2012-2016,,,California,6,Alameda County,1,,,430900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4309, Alameda County, California",57676.0,"Census Tract 4309, Alameda County, California",7845.0
3741,G0600010431000,2012-2016,,,California,6,Alameda County,1,,,431000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4310, Alameda County, California",63720.0,"Census Tract 4310, Alameda County, California",6449.0
3742,G0600010431100,2012-2016,,,California,6,Alameda County,1,,,431100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4311, Alameda County, California",56250.0,"Census Tract 4311, Alameda County, California",11191.0
3743,G0600010431200,2012-2016,,,California,6,Alameda County,1,,,431200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4312, Alameda County, California",64075.0,"Census Tract 4312, Alameda County, California",13331.0
3744,G0600010432100,2012-2016,,,California,6,Alameda County,1,,,432100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4321, Alameda County, California",95676.0,"Census Tract 4321, Alameda County, California",12234.0
3745,G0600010432200,2012-2016,,,California,6,Alameda County,1,,,432200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4322, Alameda County, California",62307.0,"Census Tract 4322, Alameda County, California",3977.0
3746,G0600010432300,2012-2016,,,California,6,Alameda County,1,,,432300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4323, Alameda County, California",75907.0,"Census Tract 4323, Alameda County, California",7371.0
3747,G0600010432400,2012-2016,,,California,6,Alameda County,1,,,432400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4324, Alameda County, California",59934.0,"Census Tract 4324, Alameda County, California",7402.0
3748,G0600010432501,2012-2016,,,California,6,Alameda County,1,,,432501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4325.01, Alameda County, California",61339.0,"Census Tract 4325.01, Alameda County, California",10079.0
3749,G0600010432502,2012-2016,,,California,6,Alameda County,1,,,432502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4325.02, Alameda County, California",61743.0,"Census Tract 4325.02, Alameda County, California",10401.0
3750,G0600010432600,2012-2016,,,California,6,Alameda County,1,,,432600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4326, Alameda County, California",56700.0,"Census Tract 4326, Alameda County, California",4443.0
3751,G0600010432700,2012-2016,,,California,6,Alameda County,1,,,432700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4327, Alameda County, California",97750.0,"Census Tract 4327, Alameda County, California",16663.0
3752,G0600010432800,2012-2016,,,California,6,Alameda County,1,,,432800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4328, Alameda County, California",92917.0,"Census Tract 4328, Alameda County, California",33042.0
3753,G0600010433000,2012-2016,,,California,6,Alameda County,1,,,433000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4330, Alameda County, California",66280.0,"Census Tract 4330, Alameda County, California",14215.0
3754,G0600010433102,2012-2016,,,California,6,Alameda County,1,,,433102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4331.02, Alameda County, California",71535.0,"Census Tract 4331.02, Alameda County, California",7644.0
3755,G0600010433103,2012-2016,,,California,6,Alameda County,1,,,433103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4331.03, Alameda County, California",46429.0,"Census Tract 4331.03, Alameda County, California",8441.0
3756,G0600010433104,2012-2016,,,California,6,Alameda County,1,,,433104,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4331.04, Alameda County, California",44913.0,"Census Tract 4331.04, Alameda County, California",5893.0
3757,G0600010433200,2012-2016,,,California,6,Alameda County,1,,,433200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4332, Alameda County, California",51058.0,"Census Tract 4332, Alameda County, California",15643.0
3758,G0600010433300,2012-2016,,,California,6,Alameda County,1,,,433300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4333, Alameda County, California",67034.0,"Census Tract 4333, Alameda County, California",14787.0
3759,G0600010433400,2012-2016,,,California,6,Alameda County,1,,,433400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4334, Alameda County, California",78710.0,"Census Tract 4334, Alameda County, California",16793.0
3760,G0600010433500,2012-2016,,,California,6,Alameda County,1,,,433500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4335, Alameda County, California",79327.0,"Census Tract 4335, Alameda County, California",18155.0
3761,G0600010433600,2012-2016,,,California,6,Alameda County,1,,,433600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4336, Alameda County, California",60813.0,"Census Tract 4336, Alameda County, California",8673.0
3762,G0600010433700,2012-2016,,,California,6,Alameda County,1,,,433700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4337, Alameda County, California",68571.0,"Census Tract 4337, Alameda County, California",15390.0
3763,G0600010433800,2012-2016,,,California,6,Alameda County,1,,,433800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4338, Alameda County, California",51867.0,"Census Tract 4338, Alameda County, California",9954.0
3764,G0600010433900,2012-2016,,,California,6,Alameda County,1,,,433900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4339, Alameda County, California",41022.0,"Census Tract 4339, Alameda County, California",5046.0
3765,G0600010434000,2012-2016,,,California,6,Alameda County,1,,,434000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4340, Alameda County, California",41458.0,"Census Tract 4340, Alameda County, California",9424.0
3766,G0600010435102,2012-2016,,,California,6,Alameda County,1,,,435102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4351.02, Alameda County, California",116319.0,"Census Tract 4351.02, Alameda County, California",19310.0
3767,G0600010435103,2012-2016,,,California,6,Alameda County,1,,,435103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4351.03, Alameda County, California",156875.0,"Census Tract 4351.03, Alameda County, California",24692.0
3768,G0600010435104,2012-2016,,,California,6,Alameda County,1,,,435104,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4351.04, Alameda County, California",52817.0,"Census Tract 4351.04, Alameda County, California",12063.0
3769,G0600010435200,2012-2016,,,California,6,Alameda County,1,,,435200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4352, Alameda County, California",97957.0,"Census Tract 4352, Alameda County, California",18504.0
3770,G0600010435300,2012-2016,,,California,6,Alameda County,1,,,435300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4353, Alameda County, California",68365.0,"Census Tract 4353, Alameda County, California",12107.0
3771,G0600010435400,2012-2016,,,California,6,Alameda County,1,,,435400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4354, Alameda County, California",51597.0,"Census Tract 4354, Alameda County, California",6695.0
3772,G0600010435500,2012-2016,,,California,6,Alameda County,1,,,435500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4355, Alameda County, California",51026.0,"Census Tract 4355, Alameda County, California",11356.0
3773,G0600010435601,2012-2016,,,California,6,Alameda County,1,,,435601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4356.01, Alameda County, California",53608.0,"Census Tract 4356.01, Alameda County, California",14906.0
